IE_XML_ID,IE_NAME,PHOTO_PREV,LOGO,ZADACH
377,Горнорудная компания “Алроса”,https://veonix.ru/wp/wp-content/uploads/2019/06/alrosa640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/alrosalogo.svg,Дизайн и верстка маркетингового отчета о продвижении продукции бренда
407,Jeratix,https://veonix.ru/wp/wp-content/uploads/2019/02/jeratix001.png,https://veonix.ru/wp/wp-content/uploads/2019/02/jeratixlogo.svg,"Создать интуитивно понятный, современный интерфейс платформы"
409,Кадровое агентство АРТБ,https://veonix.ru/wp/wp-content/uploads/2019/09/hcfe-640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/08/arck.svg,Разработка веб портала
412,Перевозчик крупногабаритных грузов,https://veonix.ru/wp/wp-content/uploads/2019/06/artb640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/artblogo.svg,Создание современного многостраничного сайта кадрового агентства с адаптивной версткой
391,"Инвестиционный фонд ""Bars Capital LTD""",https://veonix.ru/wp/wp-content/uploads/2019/09/barrusweb640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/09/barrus.svg,Разработка сайта логистической компании
345,"Мобильный оператор ""Билайн""",https://veonix.ru/wp/wp-content/uploads/2019/09/barscap640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/09/barslogo.svg,Создать мощный маркетинг-кит и презентацию
335,Косметическая компания,https://veonix.ru/wp/wp-content/uploads/2018/06/beeline640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/p3.svg,"Создать лаконичную корпоративную презентацию 
о компании на английском языке"
331,1C:Отель,https://veonix.ru/wp/wp-content/uploads/2018/06/moran640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/moran.svg,Разработка единой стилистической концепции бренда
338,"Логистическая компания ""Barrus Projects""",https://veonix.ru/wp/wp-content/uploads/2018/06/1chotel640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color1806181-chotel.svg,Разработка корпоративной айдентики и маркетинг-кита
339,"Компания ""Технологии приборостроения""",https://veonix.ru/wp/wp-content/uploads/2018/11/zakazat-firmenniy-stil-logisticheskoy-kompanii.png,https://veonix.ru/wp/wp-content/uploads/2018/11/barruss.svg,"Разработка айдентики, интернет портала, презентации"
355,Компания Thermos,https://veonix.ru/wp/wp-content/uploads/2018/11/zakazatfirmenniystilproizvodstvo.png,https://veonix.ru/wp/wp-content/uploads/2018/11/ТП_3_на-сайт.svg,"Брендинг, разработка серии веб-сайтов"
364,Ситилинк,https://veonix.ru/wp/wp-content/uploads/2018/06/thermos640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618thermos.svg,Разработка презентации для деловых встреч
361,"Оптовый поставщик кофе ""BoneFuse""",https://veonix.ru/wp/wp-content/uploads/2018/12/citilink640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/12/citilink.svg,Разработка презентации
410,Gasparov Empire,https://veonix.ru/wp/wp-content/uploads/2018/11/bonfuse.png,https://veonix.ru/wp/wp-content/uploads/2018/11/bonfuse-logo.svg,"Разработка фирменного стиля, презентации"
405,PR-агентство,https://veonix.ru/wp/wp-content/uploads/2019/06/gasparovem640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logogasparov.svg,Создание сайта кондитерской
334,Инвестиционная компания Ярд Капитал,https://veonix.ru/wp/wp-content/uploads/2018/06/pr-agency-site.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color190618-4.svg,Разработка дизайна посадочной страницы
337,Стартап в области ритейла,https://veonix.ru/wp/wp-content/uploads/2018/06/firmenniy-stil-investicionnoy-kompanii.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618.svg,Разработка бренда для криптофонда
349,Застройщик выставочных стендов премиум-сегмента,https://veonix.ru/wp/wp-content/uploads/2018/06/bitposter640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618bitposter.svg,Разработка фирменного стиля
340,Эко-ферма,https://veonix.ru/wp/wp-content/uploads/2018/06/winsla640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618winsla.svg,Разработка корпоративной айдентики для повышения продаж
333,Производитель спортивных напитков,https://veonix.ru/wp/wp-content/uploads/2019/05/milkgasparov001.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logogasparov.svg,Разработка бренда молочной продукции
336,Чайная компания,https://veonix.ru/wp/wp-content/uploads/2018/06/fil8.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618freshpoint.svg,Разработка дизайна бутылки и этикетки спортивной воды
396,Unicredit Bank,https://veonix.ru/wp/wp-content/uploads/2018/06/design-tea.png,https://veonix.ru/wp/wp-content/uploads/2018/06/p25.svg,Разработать дизайн упаковки для чая
341,Индивидуальный предприниматель,https://veonix.ru/wp/wp-content/uploads/UniCredit_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/UniCredit_logo.svg,Разработка серии презентаций
343,Fit & Eat,https://veonix.ru/wp/wp-content/uploads/Octagon_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Octagon_logo.svg,Стильный дизайн для товаров на Amazon
342,Agro Export Russia,https://veonix.ru/wp/wp-content/uploads/Peanut-butter_preview-1.png,https://veonix.ru/wp/wp-content/uploads/fit_eat_logo.svg,Разработать яркий и узнаваемый дизайн упаковок для двух видов продуктов здорового питания
352,Евраз Металл Инпром,https://veonix.ru/wp/wp-content/uploads/Agro_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Agrologo_white.svg,Разработать книгу фирменного стиля для единого оформления деловых мероприятий бренда
353,Косметическая компания Летуаль,https://veonix.ru/wp/wp-content/uploads/2018/06/fil19.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618-6.svg,Разработка презентации производства
344,Корпоративный университет «Газпром»,https://veonix.ru/wp/wp-content/uploads/2018/06/letoile640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618-3.svg,Создание презентации
408,"Салон красоты ""Aiva""",https://veonix.ru/wp/wp-content/uploads/Gazprom_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Gazprom_logo.svg,Монтаж обучающих видеороликов
363,Кальяны DarkSide,https://veonix.ru/wp/wp-content/uploads/2019/05/Aiva-03-640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logo-aiva4.svg,Разработка лендинга для получения заявок из таргетированной рекламы
378,Страховая компания “Паритет-СК”,https://veonix.ru/wp/wp-content/uploads/2018/12/presentaciyakalyannoy.png,https://veonix.ru/wp/wp-content/uploads/2018/12/hookah.svg,Разработка презентации
419,Производитель гречишного чая “The Ritual”,https://veonix.ru/wp/wp-content/uploads/2019/06/paritetsk640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/paritetlogo.svg,Создание динамичной презентации
347,Коммерческая недвижимость KnightFrank,https://veonix.ru/wp/wp-content/uploads/The-ritual-tea_preview.jpg,https://veonix.ru/wp/wp-content/uploads/the-ritual-tea-01.svg,Разработать дизайн сайта и упаковки для чая
373,Студия декора “Червалина”,https://veonix.ru/wp/wp-content/uploads/2018/06/fil3.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/p8.svg,Создание каталога для риэлторского агентства
356,Waltz&Tietz,https://veonix.ru/wp/wp-content/uploads/2019/05/chervalin640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logochervalina.svg,Разработка маркетинг-кита с каталогом продукции
399,Mercury DV,https://veonix.ru/wp/wp-content/uploads/2018/06/wt2640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/walttietze-1.svg,Маркетинг-кит для инвесторов
388,"Музыкальная платформа ""Millennium""",https://veonix.ru/wp/wp-content/uploads/image-432.jpg,https://veonix.ru/wp/wp-content/uploads/Mercury-DV-2-1.svg,Создание презентации для китайских бизнес-партнёров 
380,Агентство по развитию человеческого капитала на Дальнем Востоке,https://veonix.ru/wp/wp-content/uploads/2019/07/millennium640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/07/millenniumlogo.svg,Презентации для демонстрации инвесторам
139,OneTelecom,https://veonix.ru/wp/wp-content/uploads/2019/06/navigatorpr640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/dv.svg,Разработка 6-го издания аналитического журнала
416,Партнер Билайн — OneTelecom,https://veonix.ru/wp/wp-content/uploads/OneT_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/OneT_logo.svg,Создать сайт для продажи телефонных номеров
413,Администрация президента,https://veonix.ru/wp/wp-content/uploads/2019/09/oldbeliever640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/09/logoslavic.svg,Разработка сайта для помощи в переселении.
406,Power Meal Eco People,https://veonix.ru/wp/wp-content/uploads/2018/06/east640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color190618-2.svg,Разработка двуязычного корпоративного портала на Bitrix
371,"Магазин у дома ""Вино и Еда""",https://veonix.ru/wp/wp-content/uploads/2018/11/internetmagazinsportpit.png,https://veonix.ru/wp/wp-content/uploads/2018/11/power-meal-logo.svg,Разработка интернет-магазина
351,Амурский судостроительный завод,https://veonix.ru/wp/wp-content/uploads/2018/08/zakazat-presentaciyu-magazina.png,https://veonix.ru/wp/wp-content/uploads/2019/01/Вино-и-еда.svg,Разработка презентации магазина
390,Правительство Московской области,https://veonix.ru/wp/wp-content/uploads/2018/06/ock640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618-1.svg,Создание презентации о компании
392,Агрегатор event-услуг Party Case,https://veonix.ru/wp/wp-content/uploads/2019/07/parkmoscow1640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/07/parklogo.svg,Инфографика и картография
140,Пентхаус,https://veonix.ru/wp/wp-content/uploads/2020/04/partycase640x425.png,https://veonix.ru/wp/wp-content/uploads/2020/04/logopartycase.svg,Разработка продающей презентации
366,Рекламное агентство Дефа,https://veonix.ru/wp/wp-content/uploads/s1.jpg,https://veonix.ru/wp/wp-content/uploads/PENTHAUS.svg,Частный инвестор
348,Страховая компания «Allianz».,https://veonix.ru/wp/wp-content/uploads/2019/01/presentaciyareklamnogoagentstva.png,https://veonix.ru/wp/wp-content/uploads/2019/01/def.svg,Выход на рынок интеграционных услуг
381,"Косметологическая клиника ""Jeu Demeure""",https://veonix.ru/wp/wp-content/uploads/2018/06/allianz640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618allianz-26.svg,Разработка комплекта презентационных материалов
368,Строительная компания VSGroup,https://veonix.ru/wp/wp-content/uploads/2019/06/jeudemeure640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/jeu-demeurelogo.svg,Разработка продающей презентации
379,"Коттеджный поселок ""Level House""",https://veonix.ru/wp/wp-content/uploads/2019/01/presentaciyastroitelnoykompanii.png,https://veonix.ru/wp/wp-content/uploads/2019/01/лого_vsgroup.svg,Участие в тендерах
385,"Отделочная компании ""New Stone""",https://veonix.ru/wp/wp-content/uploads/2019/06/levelhouse640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/levelhouselogo.svg,"Разработка стильной, эмоциональной презентации коттеджного поселка для потенциальных покупателей"
357,Киберспортивная организация,https://veonix.ru/wp/wp-content/uploads/2019/06/newstone640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/newstonelogo.svg,Портфолио выполненных работ
359,Международная страховая компания,https://veonix.ru/wp/wp-content/uploads/2018/06/fil29.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618team-empire.svg,Разработка презентации для спонсоров
360,Интер РАО ЕЭС,https://veonix.ru/wp/wp-content/uploads/2018/06/zakazat-presentaciyu-strakhovoy-kompanii.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618iic.svg,Разработка презентации под заказ
350,Дизайнер и декоратор интерьеров,https://veonix.ru/wp/wp-content/uploads/2018/06/fil36.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color_18_06_18_РаоЕЭС.svg,Разработка внутренней презентации
367,Интернет провайдер Ясенево.Онлайн,https://veonix.ru/wp/wp-content/uploads/2018/06/zgodina640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618zgodina.svg,Разработка маркетинг-кита для продаж в новом клиентском сегменте
370,Merith Ltd,https://veonix.ru/wp/wp-content/uploads/2019/01/presentaciyaprovaydera.png,https://veonix.ru/wp/wp-content/uploads/2019/01/лого_ясенево.svg,Презентация услуг провайдера
358,METRO Cash & Carry,https://veonix.ru/wp/wp-content/uploads/2019/01/meritph640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/01/Мерит-фарм.svg,Упаковка медицинской компании
372,Застройщик vip-апартаментов,https://veonix.ru/wp/wp-content/uploads/2018/06/fil33.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/p21.svg,Разработка презентации франшизы
365,"Фабрика кухни ""Комбинат""",https://veonix.ru/wp/wp-content/uploads/2019/02/boevadacha001.png,https://veonix.ru/wp/wp-content/uploads/2019/02/boevadachalogo.svg,Разработка продающей презентации
387,"Инжиниринговая компания ""Fibcom""",https://veonix.ru/wp/wp-content/uploads/2018/12/presentaciyakeyteringovoykompanii.png,https://veonix.ru/wp/wp-content/uploads/2018/12/комбинат_на-сайт_5.svg,Привлечение новых клиентов
382,"Консалтинговая компания в сфере промышленной недвижимости ""Ires Group""",https://veonix.ru/wp/wp-content/uploads/2019/06/fibcom640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/fibcomlogo.svg,Разработать убедительный маркетинг-кит
376,Тульская администрация,https://veonix.ru/wp/wp-content/uploads/2019/06/ires640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/ireslogo.svg,Разработка 16-страничной продающей презентации
383,Администрация региона Югра,https://veonix.ru/wp/wp-content/uploads/2019/06/tula640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/tulalogo.svg,Привлечение инвесторов в Тульский регион
375,"Российский лидер по производству манекенов ""Mannequins""",https://veonix.ru/wp/wp-content/uploads/2018/11/presentaciyadlyainvestorov.png,https://veonix.ru/wp/wp-content/uploads/2019/06/fondugralogo.svg,Разработать инфографичную презентацию для демонстрации на официальном мероприятии.
354,Кондитерский бутик,https://veonix.ru/wp/wp-content/uploads/2019/05/mannequin640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logomannequin.svg,Разработка презентации для потенциальных инвесторов
346,Международная компания Schneider Electric,https://veonix.ru/wp/wp-content/uploads/2018/06/fil6.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/crepelogo-1.svg,Создание презентации для аренды в ТЦ
384,Екатерина Ковская,https://veonix.ru/wp/wp-content/uploads/2018/06/schnider640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/p26.svg,"Маркетинговая ""упаковка"" нового направления бизнеса"
395,Министерство Сельского Хозяйства Российской Федерации,https://veonix.ru/wp/wp-content/uploads/2019/06/kovskaya640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/kovskayalogo.svg,Разработать медиакит с элементами райдера для певицы
398,Needfinding Сбер,https://veonix.ru/wp/wp-content/uploads/msh_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/logo_msh_white.svg,Разработать серию инфографичных презентаций
397,"Компания ""Спортмастер""",https://veonix.ru/wp/wp-content/uploads/sber_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Sber_logo.svg,Разработать информативную презентацию
393,Научно-производственное объединение «ТВЛ»,https://veonix.ru/wp/wp-content/uploads/Sportmaster_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Sportmaster_logo.svg,Разработать серию презентаций для проведения внутренних тренингов
404,Новостройки Москвы,https://veonix.ru/wp/wp-content/uploads/2020/04/proteintvl640x425.png,https://veonix.ru/wp/wp-content/uploads/2020/04/logotvl.svg,Наглядно выразить все преимущества товара в презентации
362,Кадровое агентство HRMNY,https://veonix.ru/wp/wp-content/uploads/2018/06/site-realty.png,https://veonix.ru/wp/wp-content/uploads/2018/06/соболев_лого.svg,Разработка лендинг-пейдж
332,IT-компания 4 Lines Business,https://veonix.ru/wp/wp-content/uploads/2018/11/presentaciyakadrovogoagentstva.png,https://veonix.ru/wp/wp-content/uploads/2018/11/hrmny-logo.svg,Разработка презентации 
386,"Ресторан ""China Life""",https://veonix.ru/wp/wp-content/uploads/2018/06/fil5.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618for-bus.svg,Разработка корпоративной айдентики
138,ПАРИТЕТ-СК,https://veonix.ru/wp/wp-content/uploads/2019/06/shinalife640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/06/shinalifelogo.svg,Разработка презентации ресторана для арендодателя
417,Cтраховая компания «ПАРИТЕТ-СК»,https://veonix.ru/wp/wp-content/uploads/Paritet_sogaz_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Paritet_logo.svg,Создание сайта
118,Shemberg,https://veonix.ru/wp/wp-content/uploads/2019/01/sibur640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/01/sbr.svg,Разработка внутренней презентации
369,Холдинг Сибур,https://veonix.ru/wp/wp-content/uploads/Duft_640x425-1.jpg,https://veonix.ru/wp/wp-content/uploads/Duft_logo.svg,Создание сайта для бренда
136,Simplex,https://veonix.ru/wp/wp-content/uploads/2019/07/smtrade640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/07/smtradelogo.svg,Дизайн презентации
137,DUFT,https://veonix.ru/wp/wp-content/uploads/ExlusiveImpex_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/ExlusiveImplex_logo.svg,Разработать логотип и подробный сайт в стиле «ретро»
389,Криптовалютная биржи в Москве,https://veonix.ru/wp/wp-content/uploads/Artistro_640x425.jpg,https://veonix.ru/wp/wp-content/uploads/Artistro_logo.svg,Редизайн сайта 
414,Сервис по продаже ретро автомобилей,https://veonix.ru/wp/wp-content/uploads/OneT_640x425-1.jpg,https://veonix.ru/wp/wp-content/uploads/domaloft_logo.svg,Создание сайта
415,Artistro Art Supplies,https://veonix.ru/wp/wp-content/uploads/2018/06/fil14.jpg,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color190618m-key.svg,Разработка сайта для стартапа
418,Строительная компания «ДОМА.ЛОФТ»,https://veonix.ru/wp/wp-content/uploads/2019/05/gosduma640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/05/logogosduma.svg,Наглядная подача информации о направлениях работы
401,Инновационный стартап mKey,https://veonix.ru/wp/wp-content/uploads/2020/04/tablegames640x425.png,https://veonix.ru/wp/wp-content/uploads/2020/04/logotablegames.svg,Привлечение инвесторов для настольной игры
374,Приемная Государственной Думы Российской Федерации,https://veonix.ru/wp/wp-content/uploads/2018/06/site-transportnoy-kompanii.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color180618mobileassistance.svg,Разработка веб-сервиса
394,Mr. Hairy Navel,https://veonix.ru/wp/wp-content/uploads/2018/06/hockey640x425.png,https://veonix.ru/wp/wp-content/uploads/2018/06/100-25-color190618-3.svg,Разработка дизайна сайтов
403,Мобильный ассистент,https://veonix.ru/wp/wp-content/uploads/2019/09/zangerweb640x425.png,https://veonix.ru/wp/wp-content/uploads/2019/09/zangerlogo.svg,Разработка сайта для производственной компании
402,Хоккейная школа HockeyWay,https://veonix.ru/wp/wp-content/uploads/q1.jpg,https://veonix.ru/wp/wp-content/uploads/Mytishhinskaya-Yarmarka-logo.svg,
411,"Поставщик оборудования для линейно-угловых измерений и поверки СИ ""Zanger""",,,